id,stud.id,name,gender,age,format ,studies,score,salary
714,595839,"Ariaz, Melissa",Female,21,online,Mathematics and Statistics,60,34855.80353
715,840378,"Weber, Marcus",Male,24,in-person,Social Sciences,78,58133.20978
716,579097,"Velazquez, Stephanie",Female,19,online,Mathematics and Statistics,84,39135.67584
717,415509,"Lopez, Tyler",Male,19,online,Environmental Sciences,90,40882.83535
718,163521,"Mascarenaz, Erica",Female,22,in-person,Mathematics and Statistics,47,28281.25028
719,676636,"Young, Leyla",Female,21,in-person,Social Sciences,63,32539.14609
720,420995,"Aofia, Michael",Male,21,online,Mathematics and Statistics,63,55068.7269
721,839045,"Gibson, Leeanne",Female,21,online,Political Science,75,31538.50718
722,147207,"Barkers, Tina",Female,22,in-person,Economics and Finance,50,17552.54847
723,380497,"Zander, Blake",Male,56,online,Economics and Finance,72,37119.17681
724,854188,"Lopez, Jasper",Male,44,online,Environmental Sciences,63,55860.90432
725,273444,"Diep, Osvaldo",Male,21,online,Political Science,72,45850.63516
726,866648,"Krishnan, Tylor",Male,26,online,Economics and Finance,43,24694.91265
727,262113,"Heyward, Conor",Male,22,online,Biology,94,48453.00423
728,567590,"Nagel, Efrain",Male,22,online,Political Science,63,57091.46248
729,943880,"Guo, Humberto",Male,21,online,Mathematics and Statistics,82,48904.29012
730,594474,"Eichie, Samantha",Female,21,online,Social Sciences,66,34371.44642
731,648067,"Blocker, Mayra",Female,24,online,Environmental Sciences,44,34849.21479
732,641978,"Proctor, Sophearath",Female,20,in-person,Mathematics and Statistics,43,28125.03134
733,940781,"Childress, Avey",Female,21,online,Environmental Sciences,81,52930.7619
734,632219,"Terrazas, Rosangelica",Female,22,online,Mathematics and Statistics,64,29783.7593
735,311901,"Lattimer, Steven",Male,20,online,Social Sciences,72,47613.40818
736,394956,"The, Roger",Male,22,online,Biology,90,45818.55306
737,291406,"Saenz, Sebastian",Male,20,in-person,Mathematics and Statistics,57,53682.70811
738,234038,"Williams, Richard",Male,21,online,Political Science,73,44725.97032
739,166592,"Rockwell, Brandon",Male,21,online,Social Sciences,76,45942.99839
740,415647,"Keese, Matthew",Male,21,online,Biology,66,61023.75202
741,680453,"Nelms, Hannah",Female,22,online,Environmental Sciences,47,26721.84073
742,465662,"Matthews, Dakota",Male,23,online,Political Science,65,60414.20593
743,146915,"Eisenbarth, Jaquon",Male,20,online,Biology,46,36488.98065
744,933428,"Davidson, Veronica",Female,23,online,Social Sciences,76,36218.48178
745,715472,"Hill, Kelsey",Female,21,online,Mathematics and Statistics,56,41806.47756
746,706758,"Juarez, Anabel",Female,21,in-person,Economics and Finance,58,32055.08294
747,822123,"Lechuga, Aidan",Male,19,in-person,Biology,87,45176.64529
748,323608,"Kief, Kenneth",Male,20,online,Mathematics and Statistics,70,56720.38726
749,365756,"Petersen, Skylar",Male,22,in-person,Environmental Sciences,62,70931.61002
750,862330,"Mo, Avery",Male,19,online,Economics and Finance,57,24409.72846
751,646747,"Cruz, Jesseka",Female,24,online,Mathematics and Statistics,48,13300.1062
752,220811,"Diamond, Tilane",Female,20,online,Economics and Finance,83,46398.33851
753,253489,"Denicola, Juan",Male,18,online,Mathematics and Statistics,56,63199.06624
754,669688,"Shemel, Joshua",Male,22,online,Social Sciences,79,37028.64398
755,362425,"Xie, Armando",Male,23,in-person,Mathematics and Statistics,77,53511.77025
756,808052,"Woods, Savannah",Female,19,online,Economics and Finance,84,33234.78298
757,303676,"Stoltenberg, Dylan",Male,20,online,Mathematics and Statistics,76,34179.75291
758,947410,"Wang, Maverick",Male,21,online,Social Sciences,64,57905.8291
759,128747,"Eliopulos, Tessa",Female,22,in-person,Biology,94,43191.39645
760,415149,"Mack, Tristin",Female,23,in-person,Environmental Sciences,74,39301.02369
761,289052,"Lehi, Rohun",Male,22,online,Mathematics and Statistics,67,35605.86614
762,390728,"Grim, Michael",Male,19,online,Economics and Finance,74,42855.00328
763,799064,"Leong, Russell",Male,19,online,Environmental Sciences,95,54455.96631
764,270572,"Duvall-Valverde, Liliana",Female,22,online,Economics and Finance,45,14709.40754
765,165901,"Mendoza, Lexus",Female,22,online,Economics and Finance,74,30484.0274
766,747054,"Namlong, Carlitos",Male,19,online,Social Sciences,86,51836.25116
767,802716,"Butler, Cheyenne",Female,20,online,Biology,46,26031.96786
768,411343,"Harney, John",Male,23,online,Mathematics and Statistics,77,51332.4885
769,822522,"Cruz Medel, Christina",Female,23,online,Economics and Finance,79,42233.96254
770,590252,"Strah, Taylor",Female,21,online,Mathematics and Statistics,57,37929.93318
771,211938,"Didde, Diangelo",Male,19,online,Economics and Finance,94,40959.17313
772,186245,"Endo, Fredrick",Male,21,online,Social Sciences,70,33688.11549
773,241453,"Yeturi, Devin",Male,19,in-person,Mathematics and Statistics,68,58449.33294
774,433131,"Mutahi, Khristopher",Male,23,in-person,Environmental Sciences,77,47871.75373
775,939884,"Martinez, Dennis",Male,20,online,Political Science,72,48164.23128
776,646531,"Ashalintubbi, Christopher",Male,23,online,Political Science,90,47246.8062
777,613739,"Brough, Milton",Male,23,online,Biology,89,53637.18229
778,687143,"Hubbs, Jayden",Male,19,in-person,Mathematics and Statistics,60,57527.17434
779,188492,"Kuge, Ezquel",Male,22,online,Social Sciences,92,43796.67688
780,571211,"Turner, Jessica",Female,20,in-person,Social Sciences,72,35553.61874
781,337141,"Skarda, Jessika",Female,40,online,Mathematics and Statistics,73,34200.5439
782,559518,"Howard, Ngan",Female,22,online,Mathematics and Statistics,67,43039.05417
783,276036,"Nguyen, Kerry",Male,27,in-person,Social Sciences,49,44492.96741
784,572624,"Martinez, Laryssa",Female,21,in-person,Political Science,63,33300.31626
785,786466,"Ennis, Andrew",Male,22,online,Environmental Sciences,57,43528.95806
786,575898,"Javaid, Jose",Male,21,online,Biology,56,51907.97786
787,124687,"Than, Jonathan",Male,22,in-person,Mathematics and Statistics,69,49004.72712
788,952528,"Celestino, Kurt",Male,22,in-person,Environmental Sciences,72,57247.82914
789,540470,"Ramirez, Brooke",Female,21,online,Biology,52,25217.08047
790,785674,"Ryan, Prontipp",Female,22,online,Biology,69,44884.18296
791,396035,"Remillard, Sungjin",Male,25,online,Biology,93,55139.19051
792,699675,"Robinson, Kyle",Male,46,in-person,Mathematics and Statistics,59,54851.41237
793,450135,"Sneed, Eric",Male,20,online,Biology,91,37790.93953
794,466449,"Leblanc, Xiaoyun",Female,22,online,Environmental Sciences,47,36870.6885
795,178668,"Minor, Sebastian",Male,22,in-person,Mathematics and Statistics,80,41263.86408
796,510112,"Anderson, Emily",Female,20,online,Political Science,52,30902.89282
797,379229,"Nuttall, Emily",Female,23,online,Political Science,45,28159.27279
798,514641,"Hearns, Lauren",Female,21,online,Environmental Sciences,41,34373.99397
799,227620,"Weisenborn, Bryce",Female,22,online,Social Sciences,78,46714.36995
800,625866,"Williams, Lane",Male,23,online,Mathematics and Statistics,70,47732.0466
801,362835,"Lofton, Kaleb",Male,23,in-person,Economics and Finance,70,34601.07419
802,643415,"Haas, Ian",Male,22,online,Political Science,78,43794.00942
803,405828,"Bear-Flores, Daniel",Male,21,in-person,Political Science,65,42484.9275
804,928609,"Boston, Sara",Female,19,online,Mathematics and Statistics,48,29531.19894
805,277240,"Laping, Alexander",Male,20,in-person,Economics and Finance,65,43293.39305
806,832111,"Reeves, Sophie",Female,23,online,Biology,47,25455.66907
807,542948,"Potter, Kaden",Male,20,online,Environmental Sciences,70,58613.80008
808,851284,"Ho, Jose",Male,23,online,Social Sciences,78,42234.52306
809,749390,"Ibarra, Dorian",Female,22,online,Mathematics and Statistics,72,34319.47275
810,193855,"Villalobos Herrera, Regina",Female,20,online,Environmental Sciences,53,25706.95935
811,501826,"Mayes, Jake",Male,22,online,Political Science,85,50508.15632
812,766735,"Salmon, James",Male,19,in-person,Political Science,90,49704.76729
813,794258,"Al Amin, Jacob",Male,21,online,Political Science,93,44989.32738
814,308564,"Lewis, Savannah",Female,23,online,Economics and Finance,46,31506.68346
815,484605,"Kinslow, Wade",Male,21,online,Economics and Finance,60,34168.17036
816,587073,"Johnson, Amanda",Female,61,online,Biology,60,30796.15716
817,753590,"Polk, Tyson",Male,25,online,Environmental Sciences,58,23307.70447
818,511204,"Moua, Joaquin",Male,23,online,Mathematics and Statistics,55,40135.76291
819,850877,"Yates, Lucas",Male,19,online,Environmental Sciences,93,51528.68171
820,672439,"Nevarez Alcantar, Destinee",Female,23,online,Mathematics and Statistics,78,39101.93989
821,203349,"Kee, Anthony",Male,21,online,Biology,78,45172.30226
822,440547,"Chavez, Mariah",Female,19,online,Social Sciences,75,45614.38544
823,196294,"Yen, Ricardo",Male,23,in-person,Political Science,61,57710.71909
824,518904,"Barber, Rebecca",Female,24,online,Economics and Finance,51,28338.17215
825,248878,"Benson, Zachary",Male,23,in-person,Social Sciences,91,53074.26246
826,860588,"Upschulte, William",Male,20,in-person,Social Sciences,71,41685.63174
827,442445,"Diaz, Ciera",Female,21,online,Mathematics and Statistics,89,47760.48273
828,614482,"Nunez, Leeasia",Female,20,online,Economics and Finance,60,33606.85339
829,499214,"Haggard, Hannah",Female,64,online,Mathematics and Statistics,74,34831.01943
830,571895,"Gore, Kenneth",Male,21,in-person,Environmental Sciences,88,57849.34349
831,576315,"Sanchez, Vanessa",Female,21,in-person,Economics and Finance,70,42346.58878
832,531434,"Asmerom, Keith",Male,22,online,Political Science,77,33021.16964
833,609959,"Griego, Dillon",Male,20,online,Biology,49,41453.51129
834,397699,"Russell, Mikayla",Female,23,in-person,Political Science,67,37854.6558
835,948736,"Mcgirt, Nathan",Male,21,in-person,Social Sciences,90,44700.41408
836,716460,"Ruiz Olguin, Breeanna",Female,19,online,Economics and Finance,86,40167.98815
837,806767,"Rock, Michael",Male,22,online,Economics and Finance,92,52416.59145
838,936921,"Wright, Carlos",Male,19,in-person,Biology,66,36275.91016
839,681197,"Aguirre, Keira",Female,23,online,Mathematics and Statistics,72,41374.97696
840,294686,"Sa, David",Male,22,in-person,Social Sciences,76,40285.02515
841,796433,"Bromell, Bailey",Female,20,in-person,Biology,61,26124.30672
842,520250,"Herman, Jacob",Male,20,online,Economics and Finance,80,34485.16661
843,394428,"Ragona, Alan",Male,21,online,Economics and Finance,53,45047.54041
844,556892,"Karaffa, Hector",Male,21,online,Social Sciences,91,44449.71048
845,287975,"Van, Bryan",Male,20,online,Economics and Finance,72,57131.61137
846,511991,"Tat, Drew",Male,21,online,Environmental Sciences,39,40944.50895
847,774391,"Flinn, Amanuail",Male,22,online,Political Science,95,59879.061
848,976300,"Trojahn, Kevin",Male,21,online,Biology,53,29757.08056
849,451969,"Nhean, Tosh",Male,20,online,Economics and Finance,82,59622.89682
850,813716,"Harrier, Jayden",Male,21,online,Economics and Finance,70,41990.73045
851,901358,"Guardado, Elizabeth",Female,21,in-person,Mathematics and Statistics,79,42017.83852
852,919276,"Bushman, Uriel",Male,20,in-person,Environmental Sciences,68,41224.81874
853,308642,"Collier, Matthew",Male,21,online,Economics and Finance,78,57805.1414
854,630376,"Gomez, Destiny",Female,22,in-person,Economics and Finance,81,50138.74108
855,923392,"Lee, Marcellus",Male,22,in-person,Environmental Sciences,63,57628.75709
856,440420,"Medina, Courtney",Female,22,online,Mathematics and Statistics,80,36688.41687
857,511398,"Nguyen, Victor",Male,23,online,Mathematics and Statistics,47,56181.52023
858,593204,"Stoner, Alyssa",Female,21,in-person,Environmental Sciences,63,33604.44821
859,475422,"Madera, Isabella",Female,19,online,Social Sciences,54,43921.70054
860,235616,"Polson, Michael",Male,20,online,Mathematics and Statistics,82,53282.24825
861,227666,"Manus, Joshua",Male,21,online,Environmental Sciences,86,45918.99757
862,929666,"Newton, Gourisankar",Male,22,online,Political Science,73,50416.15894
863,129905,"Welch, Travis",Male,18,online,Social Sciences,66,48013.40457
864,804749,"Jimenez, Hershelle",Female,22,online,Mathematics and Statistics,57,29832.21787
865,198288,"Williams, Trang",Female,22,online,Political Science,75,38491.65312
866,244176,"Hardman, Isaiha",Male,47,online,Environmental Sciences,93,56157.26195
867,884495,"Kim, Chauncy",Male,24,online,Political Science,69,36805.50707
868,771058,"Farrell, Aldo",Male,18,online,Political Science,92,46306.61599
869,547207,"Stitt, Adam",Male,20,in-person,Environmental Sciences,88,50363.35115
870,424578,"Smith-Dawson, Isabelle",Female,18,in-person,Social Sciences,73,36589.21292
871,152122,"Baker, Victoria",Female,20,in-person,Mathematics and Statistics,55,30183.9305
872,744620,"Dumas, Ved",Male,20,online,Political Science,74,40317.79387
873,784220,"Edwards, Justin",Male,19,online,Economics and Finance,94,46924.16602
874,613716,"Manlove, David",Male,22,online,Environmental Sciences,41,41041.5986
875,772906,"Union, Megan",Female,21,in-person,Economics and Finance,78,39084.70943
876,941281,"Mullin, Luis",Male,20,in-person,Environmental Sciences,89,61432.2084
877,555969,"Rudd, Savanna",Female,23,in-person,Biology,71,37275.09048
878,275274,"Todd, Hyun Jeung",Female,23,online,Political Science,77,38746.5298
879,643691,"Neuhaus, Kaylee",Female,18,online,Biology,70,29178.47035
880,750960,"Sala, Duncan",Male,24,online,Environmental Sciences,69,52366.89913
881,221168,"Williams, Sahara",Female,23,online,Mathematics and Statistics,72,23869.57307
882,400123,"Nguyen, Aaron",Male,23,in-person,Biology,86,58760.81747
883,813501,"Brown, Tisa",Female,22,online,Social Sciences,79,49111.49115
884,905028,"Tom, Addam",Male,21,in-person,Mathematics and Statistics,55,47119.77885
885,425349,"Velic, Carlyle",Female,21,online,Environmental Sciences,45,35987.41162
886,616453,"Goldston, Justin",Male,20,online,Social Sciences,77,37656.94755
887,437739,"Nickle, Daniel",Male,22,online,Environmental Sciences,42,35818.65844
888,887121,"Garcia, Jamal",Male,37,in-person,Economics and Finance,73,35410.7879
889,912116,"Duru, Hayden",Male,21,online,Environmental Sciences,85,37923.76655
890,298125,"Hildebrand, Suchot",Male,21,online,Social Sciences,49,60996.3089
891,730186,"Schauer, Lorena",Female,23,in-person,Social Sciences,77,43287.31884
892,764909,"Sima, Khalil",Male,22,in-person,Social Sciences,65,43313.02204
893,551817,"Blanco, Brandon",Male,19,online,Social Sciences,69,51866.92575
894,639622,"Jones, Matthew",Male,24,online,Environmental Sciences,73,57010.1622
895,819078,"Pegues, Armando",Male,22,online,Mathematics and Statistics,51,34717.7747
896,154158,"Avila, Jesus",Male,20,online,Biology,67,44812.41359
897,852272,"Vincenty, John",Male,21,in-person,Political Science,53,37149.11559
898,215791,"Adams, Kuhu",Female,22,online,Environmental Sciences,80,41235.47522
899,164390,"Sibilia, Marian",Female,22,online,Environmental Sciences,70,38211.14289
900,912000,"Lemay, Zitlaly",Female,18,online,Environmental Sciences,80,52683.89721
901,768807,"Morgan, Cherrise",Female,23,in-person,Mathematics and Statistics,63,39260.58911
902,245154,"Woolfolk, Danvy",Female,21,online,Mathematics and Statistics,83,36708.75312
903,287535,"Pruneda, Brittany",Female,20,online,Economics and Finance,80,43021.78636
904,526849,"Rolfs, Sky",Female,59,in-person,Economics and Finance,53,35270.19209
905,643899,"Terrill, Rubi",Female,20,in-person,Biology,74,31341.46754
906,190974,"Terrones, Deionna",Female,26,online,Mathematics and Statistics,81,48552.40533
907,436261,"Baak, Glen",Male,20,in-person,Biology,84,64012.32086
908,882620,"Kallupalle, Hamdi",Male,19,online,Mathematics and Statistics,70,56732.15944
909,523108,"Bailey, Vinh",Male,21,in-person,Economics and Finance,74,37966.33893
910,590772,"Wright, Lindsay",Female,20,online,Political Science,49,22972.67788
911,958176,"Gittens, Andre",Male,22,online,Social Sciences,92,56899.71485
912,567950,"Lopez, Urey",Male,20,online,Biology,58,42604.54716
913,832761,"Cusumano, Stephany",Female,19,in-person,Mathematics and Statistics,79,41504.57271
914,405680,"Mcelhaney, Ty",Male,24,online,Mathematics and Statistics,63,42211.40605
915,653718,"Perez, Jerry",Male,23,online,Biology,70,46063.93827
916,901466,"Martinez, Nia",Female,19,online,Environmental Sciences,67,42353.98884
917,205020,"Hill, Jasmine",Female,31,online,Biology,57,31806.91802
918,518145,"Davis, David",Male,24,in-person,Environmental Sciences,88,40343.2821
919,139052,"Taylor, Armando",Male,20,in-person,Mathematics and Statistics,40,34318.02375
920,390114,"Jenkins, Vanessa",Female,20,online,Environmental Sciences,92,36683.05599
921,480079,"White, Lana",Female,21,online,Political Science,40,24492.36269
922,744509,"Abdella, Jonathan",Male,23,online,Economics and Finance,92,62192.25594
923,749611,"Gutierrez-Batalla, Tatiyana",Female,19,in-person,Economics and Finance,51,38591.54131
924,602871,"Stirmers, Ji",Male,24,online,Political Science,71,33960.12977
925,143206,"Cox, Manuel",Male,22,in-person,Mathematics and Statistics,73,45733.5924
926,391689,"Fischer, Jason",Male,19,online,Social Sciences,86,56954.08833
927,304241,"Long, Danielle",Female,21,online,Environmental Sciences,90,32429.08784
928,425533,"Bia Jr, James",Male,21,in-person,Political Science,40,36922.66206
929,773044,"Watson, Ilse",Female,21,in-person,Environmental Sciences,61,39156.68995
930,918190,"Box, Andrew",Male,18,in-person,Biology,89,45676.85895
931,454408,"Struckhoff, Emma",Female,22,online,Biology,92,43636.97087
932,429687,"Atmore, Zachary",Male,20,online,Social Sciences,92,54677.30235
933,144673,"Christian, Tobby",Male,19,online,Mathematics and Statistics,71,42994.05327
934,181738,"Simmons, Thalia",Female,22,online,Social Sciences,65,29043.64255
935,597038,"Gallegos, Louie",Male,36,in-person,Economics and Finance,80,47675.66337
936,590581,"Valverde-Moreno, Anchal",Female,23,online,Biology,60,36428.77991
937,822075,"Griffin, Joshua",Male,23,in-person,Biology,75,44032.1149
938,367512,"Yoshimura, Sean",Male,21,in-person,Biology,72,43059.20861
939,822610,"Reyes, Alexandria",Female,19,in-person,Mathematics and Statistics,71,29703.1622
940,320942,"Siu, Vince Eufred",Male,23,online,Biology,64,54267.01194
941,201379,"Cobb, Rashaina",Female,21,in-person,Economics and Finance,41,26482.22047
942,658578,"Tran, John",Male,22,in-person,Political Science,61,55082.50656
943,473274,"Yi, Willie",Male,20,in-person,Political Science,76,38009.95662
944,422951,"Ham, Aiyana",Female,23,online,Social Sciences,57,32154.94012
945,361025,"Narayan, Lance",Male,20,online,Social Sciences,79,39496.52535
946,800509,"Banks-Harris, Marcus",Male,25,online,Economics and Finance,61,57420.1856
947,200553,"Littlejohn, Michael",Male,24,in-person,Social Sciences,43,43027.55258
948,868569,"De Werd, Daejon",Male,24,online,Environmental Sciences,72,50075.85001
949,615548,"Bushyhead, Andrew",Male,22,online,Biology,70,47427.7951
950,246679,"Gradisar, Olivia",Female,20,online,Mathematics and Statistics,38,33965.70434
951,963345,"Phipps, Gregorio",Male,22,online,Environmental Sciences,67,47444.1487
952,532267,"Brown, Marriah",Female,22,in-person,Environmental Sciences,39,31381.29497
953,783666,"Bae, Kedar",Male,21,online,Social Sciences,71,56960.16603
954,822135,"Janney, Jenea",Female,24,online,Environmental Sciences,39,33125.22973
955,647244,"Aquino-Benitez, Breaunna",Female,20,online,Mathematics and Statistics,77,42888.75207
956,650120,"Leong, Sepehr",Male,22,online,Political Science,47,25591.85062
957,917474,"Le, Chanthany",Male,21,in-person,Political Science,72,36534.18511
958,677437,"Simkins, Autumn",Female,25,online,Political Science,67,56494.33642
959,613201,"Sharif, Corey",Male,20,online,Social Sciences,64,49555.80823
960,584939,"Guzman, Shauntece",Female,22,online,Political Science,92,34830.771
961,345388,"Rodriguez, Katherine",Female,22,online,Social Sciences,83,39982.5565
962,714747,"Edwards Jr, Derek",Male,31,online,Political Science,79,37415.03543
963,634784,"Aberle, Michaela",Female,22,in-person,Environmental Sciences,54,35091.48662
964,360012,"Athwal, Anthony",Male,23,online,Political Science,76,39358.78748
965,391861,"Johnson, Alek",Male,25,in-person,Mathematics and Statistics,44,29185.29687
966,262465,"Lewis, Andrew",Male,35,in-person,Biology,89,55888.36651
967,174303,"Kim, John",Male,19,online,Mathematics and Statistics,76,61828.73586
968,634243,"Liu, Bazin",Male,25,in-person,Environmental Sciences,91,66473.13653
969,906012,"Thao, Victor",Male,40,online,Economics and Finance,59,27821.99011
970,872801,"Hamilton, Mardi",Female,21,in-person,Political Science,68,36472.83298
971,555549,"Vue, Jevin",Male,19,online,Economics and Finance,87,62858.83411
972,977390,"Salazar, Jazmyn",Female,21,online,Environmental Sciences,82,48950.84288
973,711687,"Pansze, Marissa",Female,26,in-person,Mathematics and Statistics,76,27312.48846
974,209446,"Garduno, Autaum",Female,21,online,Social Sciences,89,41919.44976
975,794953,"La'A, Adrian",Male,23,online,Biology,78,42622.51332
976,270828,"Camposano, Onyx",Female,22,online,Biology,43,35840.89853
977,778497,"Estrada, Caroline",Female,18,online,Economics and Finance,51,32038.40928
978,812921,"Cozad, Daniella",Female,21,in-person,Economics and Finance,75,32029.74485
979,429789,"Bencomo, Marina",Female,20,online,Biology,44,30656.10145
980,371542,"Gay, Ryan",Male,24,online,Environmental Sciences,74,58380.59321
981,320418,"Manriquez, Siobhan",Female,22,in-person,Economics and Finance,49,22804.08213
982,658949,"Meeker, Tristin",Male,22,online,Biology,60,34094.27401
983,947765,"Nghiem, Alexander",Male,21,online,Environmental Sciences,66,55980.19599
984,717974,"Mccoy, Sean",Male,22,online,Political Science,69,47857.85541
985,317925,"Akiyama, Tue",Male,19,in-person,Economics and Finance,77,44261.35389
986,226389,"Nguyen, Mitchell",Male,20,in-person,Economics and Finance,78,59566.77875
987,868909,"Campos, Destiny",Female,22,online,Biology,64,28790.9292
988,229811,"Diaz, Sarah",Female,22,online,Political Science,82,48097.64417
989,329155,"Mantripragada, I K N Clinton",Male,24,in-person,Political Science,75,43768.99866
990,250523,"Hackett, Manuela",Female,22,in-person,Environmental Sciences,64,40379.90448
991,842519,"Patterson, Julian",Male,21,online,Biology,62,39034.08137
992,134026,"Cloutier, Kaylah",Female,23,online,Political Science,71,31873.98132
993,255219,"Gary, Miguel",Male,22,online,Mathematics and Statistics,53,39562.52429
994,166604,"Bowens, Jera",Female,21,online,Economics and Finance,52,23967.55056
995,749377,"Lozen, Arely",Female,23,online,Biology,41,24143.27217
996,522622,"Schmidtke, Maria",Female,23,online,Economics and Finance,50,24363.68573
997,522602,"Zeng, Giovanni",Male,21,online,Political Science,32,36732.51005
998,535044,"Yan, Elijah",Male,23,online,Biology,78,32206.84722
999,460462,"Varner, Colin",Male,26,online,Mathematics and Statistics,71,37946.70042
1000,596321,"Naitaqi, Dante",Male,23,online,Mathematics and Statistics,81,54647.32078
1001,397168,"Anderson, Jose",Male,22,online,Economics and Finance,69,45258.61402
1002,180209,"Lewis, Benjamin",Male,21,in-person,Political Science,42,39647.68348
1003,425337,"Moye, David",Male,20,in-person,Mathematics and Statistics,73,35681.97943
1004,717973,"Jones, Abraham",Male,54,online,Social Sciences,70,42283.71753
1005,511564,"Barnes, Baylee",Female,20,online,Social Sciences,62,37468.47498
1006,445020,"Alexander-Teel, Hannah",Female,20,in-person,Biology,75,33034.90655
1007,322758,"Butcher, Hayden",Male,22,online,Biology,72,51239.72342
1008,676722,"Williams, Emilio",Male,19,online,Biology,55,43781.33299
1009,920111,"Tran, Malcolm",Male,46,online,Social Sciences,88,42246.50833
1010,611012,"Taylor, Ryan",Male,22,online,Biology,69,38327.2137
1011,848175,"Bridgeford, Sarah",Female,25,online,Biology,70,38798.39086
1012,141477,"Carter-Holland, Henry",Male,19,online,Economics and Finance,58,38433.26868
1013,874605,"Liu, Bronson",Male,22,in-person,Economics and Finance,46,32208.92012
1014,627765,"Nguyen, Brandon",Male,27,online,Environmental Sciences,79,49069.77774
1015,411602,"Hu, Ahnaf",Male,20,online,Economics and Finance,56,42407.2755
1016,237621,"Works, Estiben",Male,21,online,Biology,76,42852.91129
1017,762459,"Aguilar Natividad, Annika",Female,20,online,Economics and Finance,70,35260.71163
1018,382523,"Ta, Humza",Male,19,online,Mathematics and Statistics,76,53294.84259
1019,294858,"Sherlock, Brandon",Male,24,online,Environmental Sciences,82,41776.47472
1020,213142,"Liberatore, Andrew",Male,20,online,Biology,75,39461.7776
1021,737702,"Nelson, Juan",Male,25,in-person,Social Sciences,89,39337.20943
1022,513397,"Chu, Gideon",Male,21,in-person,Economics and Finance,83,31188.57334
1023,662190,"Sakai, Kekoa",Male,22,online,Biology,59,36965.31809
1024,887428,"Gilbert-Mayes, Tyler",Male,21,online,Political Science,81,54008.33866
1025,522651,"Finney, Andrea",Female,19,online,Biology,48,33511.19814
1026,678552,"Matau, Daniel",Male,19,in-person,Social Sciences,69,58824.49903
1027,463353,"Elie, Bradley",Male,20,online,Social Sciences,70,61853.83195
1028,402499,"Hinh, Sengthong",Male,23,online,Economics and Finance,87,46847.07892
1029,974296,"Heredia, Hue",Female,19,online,Political Science,76,40309.10782
1030,457692,"Khatter, Tyler",Male,21,online,Mathematics and Statistics,66,52738.10404
1031,743476,"Barisas, Aaron",Male,22,online,Environmental Sciences,53,38824.15411
1032,752496,"Weaver, Tylan",Male,21,online,Biology,69,49223.29964
1033,509640,"Heideman, Matthew",Male,22,in-person,Biology,88,42531.45773
1034,789419,"Kwon, Terry",Male,22,online,Social Sciences,70,47959.00645
1035,966285,"Griffin, Yantao",Male,20,online,Political Science,50,35062.55921
1036,513336,"Alfaro, Veronica",Female,22,online,Political Science,44,33715.9733
1037,361470,"Hudgins, Leo",Male,22,online,Social Sciences,85,46025.85353
1038,289869,"Causey, Cameron",Male,25,in-person,Mathematics and Statistics,85,49997.4875
1039,677803,"Lewis, Tyler",Male,20,online,Biology,50,37223.99238
1040,272096,"Nishida, Fredrick",Male,22,online,Political Science,64,67357.92615
1041,128775,"Johnson, Larissa",Female,18,online,Environmental Sciences,55,22313.32636
1042,258774,"Simmons, Nyle",Male,21,online,Social Sciences,65,44782.26235
1043,449891,"Atwater III, Devon",Male,20,online,Biology,54,26972.6075
1044,581542,"Loesch, Sabrina",Female,19,in-person,Mathematics and Statistics,44,26658.86178
1045,932972,"Nand, Qimin",Male,20,online,Social Sciences,92,54543.16171
1046,578326,"Devi, Daniel",Male,19,in-person,Economics and Finance,71,36630.73921
1047,758545,"Greenwell, Angelee",Female,21,online,Economics and Finance,73,35206.5416
1048,541567,"Ferguson, Saurabh",Male,23,online,Economics and Finance,90,39134.74489
1049,530661,"Griffie, Eugene",Male,21,online,Economics and Finance,91,64539.88869
1050,517832,"Brown, Harold",Male,19,in-person,Mathematics and Statistics,67,56869.77624
1051,629831,"Cale, Ashley",Female,23,in-person,Social Sciences,63,37312.85357
1052,681365,"Williams, Pablo",Male,25,online,Biology,88,39111.9216
1053,193226,"Thoms, Monique",Female,19,online,Environmental Sciences,55,53908.5995
1054,805428,"Newton, Jacob",Male,20,online,Environmental Sciences,84,52275.27675
1055,582282,"Elpuz, Ken",Male,22,online,Political Science,77,53268.11753
1056,242831,"Garcia, Bu Sun",Female,19,online,Mathematics and Statistics,78,41079.42318
1057,654527,"Intaratat, Micah",Male,20,in-person,Mathematics and Statistics,75,61861.8622
1058,120552,"Luebano, Joi",Female,20,online,Political Science,76,34967.70439
1059,765821,"Kang, Jan Jharize",Male,21,online,Biology,70,48653.14679
1060,482774,"Scott, Misael",Male,24,in-person,Social Sciences,76,43245.18656
1061,201678,"Cooper, Jack",Male,21,in-person,Economics and Finance,64,43791.21202
1062,908850,"Tran, Cory",Male,20,online,Social Sciences,79,56317.58332
1063,661763,"Yang, David",Male,21,online,Political Science,90,42422.63502
1064,370856,"Diffenderfer, Andrea",Male,21,online,Biology,44,32334.04416
1065,925809,"Wong, Aaron",Male,18,online,Political Science,62,39298.00728
1066,542563,"Castaneda-Romero, Olivia",Female,21,in-person,Biology,87,41133.10063
1067,912943,"Murphy, Gage",Male,24,in-person,Political Science,66,37798.28405
1068,253803,"Agboglo, Andres",Male,21,in-person,Mathematics and Statistics,72,38513.05168
